Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Tac2	66	18833.503245796	26274.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18833.503245796	26342.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18833.503245796	26389.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18833.503245796	26443.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18833.503245796	26462.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18833.503245796	26510.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Nos1	34	18833.503245796	26551.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18833.503245796	26568.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18833.503245796	26698.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18833.503245796	26763.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18833.503245796	26811.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18833.503245796	26846.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18833.503245796	26886.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18833.503245796	26918.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18833.503245796	27019.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18833.503245796	27037.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18833.503245796	27107.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	18833.503245796	27149.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18833.503245796	27154.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18833.503245796	27168.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18833.503245796	27175.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18833.503245796	27285.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18834.503245796	26134.6630169508	86080	[76345, 76242, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18834.503245796	26196.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	18834.503245796	26399.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18834.503245796	26407.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Nrn1	39	18834.503245796	26422.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18834.503245796	26471.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18834.503245796	26558.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Satb1	56	18834.503245796	26595.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18834.503245796	26611.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18834.503245796	26650.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18834.503245796	26692.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18834.503245796	26701.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18834.503245796	26708.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18834.503245796	26719.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18834.503245796	26806.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18834.503245796	26879.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18834.503245796	26992.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18834.503245796	27004.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18834.503245796	27055.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18834.503245796	27062.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18834.503245796	27073.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18834.503245796	27215.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18834.503245796	27271.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18834.503245796	27276.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	18834.503245796	27290.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18834.503245796	27298.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18835.503245796	26092.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18835.503245796	26522.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18835.503245796	26590.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	18835.503245796	26626.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18835.503245796	26769.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18835.503245796	26785.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18835.503245796	26863.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18835.503245796	27050.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18835.503245796	27069.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18836.503245796	26009.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	18836.503245796	26127.6630169508	86080	[76345, 76242, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18836.503245796	26282.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18836.503245796	26299.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18836.503245796	26649.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18836.503245796	26674.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18836.503245796	26680.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18836.503245796	26800.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ndnf	32	18837.503245796	26154.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18837.503245796	26187.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18837.503245796	26212.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18837.503245796	26262.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18837.503245796	26452.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18837.503245796	26620.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18837.503245796	26774.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18837.503245796	26948.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18838.503245796	26317.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18838.503245796	26468.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18838.503245796	26479.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18838.503245796	26552.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18838.503245796	26711.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18838.503245796	26819.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18838.503245796	26923.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18838.503245796	26987.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18838.503245796	27120.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18838.503245796	27178.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18838.503245796	27207.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18839.503245796	26014.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18839.503245796	26248.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	18839.503245796	26499.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18839.503245796	26560.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18839.503245796	26632.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18839.503245796	26645.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18839.503245796	26693.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18839.503245796	26825.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18839.503245796	26841.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18839.503245796	27228.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18840.503245796	26078.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18840.503245796	26104.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	18840.503245796	26110.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18840.503245796	26220.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Nr4a2	38	18840.503245796	26254.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18840.503245796	26328.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18840.503245796	26490.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18840.503245796	26639.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	18840.503245796	26745.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18840.503245796	26784.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18840.503245796	26866.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18840.503245796	26870.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18840.503245796	26900.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	18840.503245796	26953.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18840.503245796	26992.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18840.503245796	27102.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18840.503245796	27132.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18840.503245796	27143.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Ndnf	32	18840.503245796	27195.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18840.503245796	27264.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	18840.503245796	27274.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18841.503245796	26046.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18841.503245796	26309.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18841.503245796	26426.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18841.503245796	26456.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18841.503245796	26503.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18841.503245796	26527.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18841.503245796	26556.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18841.503245796	26670.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18841.503245796	26796.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nrn1	39	18841.503245796	27238.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18842.503245796	26009.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18842.503245796	26130.6630169508	86080	[76345, 76794, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18842.503245796	26420.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18842.503245796	26451.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18842.503245796	26698.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18842.503245796	26704.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18842.503245796	26716.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	18842.503245796	26739.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	18842.503245796	26779.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18842.503245796	26814.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18842.503245796	26824.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18842.503245796	26850.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18842.503245796	27013.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	18842.503245796	27040.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18842.503245796	27047.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18842.503245796	27116.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18842.503245796	27157.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18842.503245796	27279.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18842.503245796	27283.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18843.503245796	26093.6630169508	86080	[76794, 76345, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18843.503245796	26156.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18843.503245796	26175.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18843.503245796	26361.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18843.503245796	26440.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18843.503245796	26539.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18843.503245796	26691.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18843.503245796	26700.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18843.503245796	26917.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18843.503245796	26927.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18843.503245796	26938.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18843.503245796	26968.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18843.503245796	26971.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	18843.503245796	27023.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18843.503245796	27028.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18843.503245796	27050.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	18843.503245796	27072.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18843.503245796	27291.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	18844.503245796	26099.6630169508	86080	[76794, 76345, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18844.503245796	26313.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18844.503245796	26416.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18844.503245796	26548.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac1	65	18844.503245796	26584.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18844.503245796	26936.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18844.503245796	27232.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18844.503245796	27271.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18845.503245796	26067.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18845.503245796	26139.6630169508	86080	[76345, 76242, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18845.503245796	26162.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18845.503245796	26320.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18845.503245796	26327.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	18845.503245796	26342.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18845.503245796	26446.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18845.503245796	26497.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18845.503245796	26628.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18845.503245796	26744.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18845.503245796	27044.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18845.503245796	27140.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	18845.503245796	27192.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18845.503245796	27224.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	18846.503245796	26005.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18846.503245796	26088.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	18846.503245796	26297.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18846.503245796	26350.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18846.503245796	26377.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18846.503245796	26613.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18846.503245796	26622.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18846.503245796	26636.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18846.503245796	26733.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18846.503245796	26802.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18846.503245796	26806.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18846.503245796	26945.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18846.503245796	27101.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18846.503245796	27111.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18846.503245796	27265.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	18846.503245796	27316.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18847.503245796	26167.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18847.503245796	26202.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	18847.503245796	26220.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18847.503245796	26285.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18847.503245796	26458.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18847.503245796	26980.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18847.503245796	27277.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18847.503245796	27300.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18848.503245796	26021.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18848.503245796	26036.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18848.503245796	26072.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18848.503245796	26176.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Nos1	34	18848.503245796	26210.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18848.503245796	26215.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18848.503245796	26360.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	18848.503245796	26450.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18848.503245796	26469.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18848.503245796	26501.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18848.503245796	26507.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
